title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
더 스파이,스릴러,미국,112분,2021 .04.28 개봉,도미닉 쿡,베네딕트 컴버배치(그레빌 윈),15세 관람가,"전운이 감도는 1960년 냉전시대, 소련 군사정보국 ‘올레크 대령’은
 정부의 눈을 피해 핵전쟁 위기를 막을 중대 기밀을 CIA에 전하고자 한다.
 
 CIA는 MI6와 협력하여 소련의 기밀 문서를 입수하기 위해
 영국 사업가 ‘그레빌 윈’을 스파이로 고용해 잠입에 성공한다.
 
 정체를 감춘 채 런던과 모스크바를 오가는 ‘그레빌 윈’과 ‘올레크 대령’의
 은밀하고 위험한 관계가 계속될수록 KGB의 의심은 커져가는데...
 
 가장 평범한 사람의 가장 위대한 첩보 실화
 때론, 한 사람의 용기가 세상을 바꾼다!",https://movie-phinf.pstatic.net/20210504_148/1620107063299XMt1s_JPEG/movie_image.jpg?type=m203_290_2
더 시크릿,스릴러,영국,98분,2021 .01.21 개봉,유발 애들러,"누미 라파스, 조엘 킨나만, 크리스 메시나",15세 관람가,"제2차 세계대전 후, 군의관 출신 ‘루이스’(크리스 메시나)와 결혼해
 미국에서 가정을 꾸린 ‘마야’(누미 라파스)는 남편에게도 말할 수 없는 전쟁의 상흔을 가지고 있다.
 전쟁 중 ‘마야’와 여동생은 나치 친위대에게 몹쓸 짓을 당한 것.
 동생은 총에 맞아 죽고 혼자만 살아남은 ‘마야’는 죄책감을 가지고 살아간다.
 
 그러던 어느 날, ‘마야’는 아들과 함께 놀러 간 공원에서 특이한 휘파람 소리를 듣게 되고
 그 휘파람 소리는 끔찍한 과거의 기억을 모조리 끄집어낸다.
 죽을 힘을 다해 잊으려 했던 과거가 갑자기 눈 앞에 나타나자,
 ‘마야’는 충동적으로 그(조엘 킨나만)를 납치해 지하실에 가두는데…",https://movie-phinf.pstatic.net/20210106_250/1609893650644kiaiR_JPEG/movie_image.jpg?type=m203_290_2
더 킹: 독립 전쟁,"전쟁, 액션, 드라마",폴란드,107분,2021 .03.18 개봉,미하 로사,"보리스 스직(유제프 피우수트스키), 막달레나 복자스카(마리아 피우수트스키)",15세 관람가,"1901년, 러시아 정신병원에서 극적으로 탈출한 후
 1914년, 제1차 세계대전 유혈이 낭자한 전장으로 뛰어들기까지
 
 오로지 독립만을 위해 모든 것을 바친 영웅이 있었다!",https://movie-phinf.pstatic.net/20210226_153/1614317119032aPIEy_JPEG/movie_image.jpg?type=m203_290_2
더 터널,"액션, 스릴러, 드라마",노르웨이,104분,2021 .03.04 개봉,펄 오이에,쏜뵨 하르(스테인),12세 관람가,"크리스마스 이브, 가장 행복한 순간을 고대하던 사람들은
 터널에서 유조 트럭이 폭발하면서 칠흑 같은 어둠에 갇히고,
 설상가상 거대 눈보라가 휘몰아치며 구조에도 난항을 겪는다.
 시간이 흐를수록 터널이 붕괴되어가는 최악의 재난이 닥쳐오는데...",https://movie-phinf.pstatic.net/20210317_215/16159605016608rLYz_JPEG/movie_image.jpg?type=m203_290_2
더 파더,드라마,영국,97분,2021 .04.07 개봉,플로리안 젤러,"안소니 홉킨스(안소니), 올리비아 콜맨(앤)",12세 관람가,"나는 런던에서 평화롭게 삶을 보내고 있었다.
 무료한 일상 속 나를 찾아오는 건 딸 ‘앤’ 뿐이다.
 
 그런데 앤이 갑작스럽게 런던을 떠난다고 말한다.
 그 순간부터 앤이 내 딸이 아닌 것처럼 느껴졌다.
 잠깐, 앤이 내 딸이 맞기는 한 걸까?
 
 기억이 뒤섞여 갈수록 지금 이 현실과 사랑하는 딸,
 그리고 나 자신까지 모든 것이 점점 더 의심스러워진다.",https://movie-phinf.pstatic.net/20210429_261/1619671359642hcXfp_JPEG/movie_image.jpg?type=m203_290_2
더 퍼지: 포에버,"스릴러, 공포",미국,103분,2021 .07.14 개봉,에베라도 발레리오 구트,"안나 데 라 레구에라(아델라), 테노크 휴에타(후안), 조쉬 루카스(딜런)",청소년 관람불가,"아메리칸 드림을 꿈꾸며 미국에 정착한 멕시코 부부 ‘아델라’와 ‘후안’,
 텍사스 부촌에서 마구간과 농장을 꾸리며 안락하게 살아가는 ‘딜런’ 가족까지
 모든 이들이 긴장감 속에서 ‘퍼지’ 데이를 맞이한다.
 
 다행히 큰 사고없이 ‘퍼지’ 데이를 보낸 이들은 공식적인 ‘퍼지’ 종료 사이렌이 울리자 일상으로 복귀한다.
 하지만 ‘영원한 퍼지’를 통한 ‘미국의 정화’를 외치는 추종자 세력이 등장하면서
 걷잡을 수 없는 폭력과 살인이 난무하기 시작한다.
 
 안전을 위해 멕시코 국경까지 이동해야 하는 ‘아델라’와 ‘후안’, 그리고 ‘딜런’ 가족은
 과연 공권력과 법의 통제가 완전히 사라져버린 ‘영원한 퍼지’ 속에서 살아남을 수 있을 것인가…
 
 시작만 있을 뿐, 더 이상의 끝은 존재하지 않는 ‘영원한 퍼지’가 온다!",https://movie-phinf.pstatic.net/20210616_37/1623804323063hUT9H_JPEG/movie_image.jpg?type=m203_290_2
더 플랜,"코미디, 드라마",스페인,79분,2021 .10 개봉,폴로 미나구에즈,체마 델 바르코,15세 관람가,"회사에서 해고 당해 의기소침해진 세 친구 ‘파코’, ‘라몬’, ‘안드라데’는 계획을 실행하기 위해 파코의 집에 모인다.
 하지만 함께 타고 가려던 안드라데의 차가 고장나서 발이 묶인 상황.
 견인 차를 부르고 기다리는 동안 그들은 대화를 시작한다.
 안드라데는 그날 아침 식사하러 들른 식당에서 30년 전 자기를 버리고 떠났던 엄마를 만났고,
 파코는 2주 전부터 의심해 왔던 아내의 불륜 상대를 알게 된다.
 한편 가장 평정심을 유지하는 것처럼 보였던 라몬은 생각지도 못했던 큰 비밀을 실토하게 되는데…!",https://movie-phinf.pstatic.net/20210915_82/1631672472877Ww6a5_JPEG/movie_image.jpg?type=m203_290_2
더블패티,드라마,한국,107분,2021 .02.17 개봉,백승환,"신승호(강우람), 아이린(이현지), 송지인(최세영)",15세 관람가,"입 찢어지게 햄버거를 먹던 너
 냉삼에 소맥을 찰지게 말던 너
 보기만 해도 ‘힘’이 솟는 이들의
 멋진 도전이 펼쳐진다
 
 “밥 먼저 먹고 시작할까요?”",https://movie-phinf.pstatic.net/20210219_265/1613720321732jMcEH_JPEG/movie_image.jpg?type=m203_290_2
더스트맨,드라마,한국,92분,2021 .04.07 개봉,김나경,"우지현(태산), 심달기(모아), 강길우(도준)",12세 관람가,"스스로 떠도는 삶을 선택한 태산이
 먼지 위에 그림을 그리며
 상처를 치유하고 삶의 희망을 찾아가게 된다
 
 수북이 쌓인 먼지가 아름다운 작품이 되는 마법 같은 순간
 그리고 찾아오는 따뜻한 위로
 지금껏 본 적 없는 더스트 아트버스터가 온다!",https://movie-phinf.pstatic.net/20210318_199/1616045593858wtxLk_JPEG/movie_image.jpg?type=m203_290_2
데빌스 나이트,공포,미국,78분,2021 .02 개봉,"아벨 베리, 제니퍼 미쉘 스톤","마이클 베리먼, 빌리 블레어",청소년 관람불가,"조직의 돈을 훔쳐 달아난 디엠과 유리.
 차 사고로 더는 도망갈 수 없게 되자, 어릴 적 디엠이 할아버지와 함께 살았던 폐가에 숨으려 한다.
 하지만 두 사람보다 먼저 도착한 누군가의 기묘한 흔적이 폐가 곳곳에서 발견되고,
 디엠과 유리는 낯선 이로부터 목숨과 돈을 지켜야만 하는데...",https://movie-phinf.pstatic.net/20210128_207/1611823282000KAc8o_JPEG/movie_image.jpg?type=m203_290_2
데빌스 나잇,"액션, 범죄, 공포",미국,97분,2021 .08.05 개봉,샘 로간 칼레그히,나폴렌,15세 관람가,"참전 용사였던 ‘빌리’는 고향으로 돌아와 경찰이 되고
 마을에서 벌어지는 잔혹한 연쇄 살인의 수사를 맡게 된다.
 
 그러나 살인범에 대한 단서를 찾을 수 없어
 수사는 점점 미궁에 빠진다.
 
 그러던 중, 단서를 얻기 위해 소개받은
 디트로이트 박물관의 ‘카히르’ 박사를 만난 ‘빌리’는
 그곳에서 전설 속 괴물 이야기를 듣게 되는데…",https://movie-phinf.pstatic.net/20210727_259/16273502080747uURQ_JPEG/movie_image.jpg?type=m203_290_2
데스 숏컷,"판타지, 공포, 스릴러",독일,75분,2021 .02.03 개봉,알레시오 리구오리,안드레이 클로드,15세 관람가,"평화로운 어느 오후, 5명의 학생을 태운 버스를 운전하던 ‘조셉’은
 도로 위 장애물로 움직일 수 없게 되자 막다른 길을 선택한다.
 낯선 갈림길에 방치된 사슴을 발견하고 버스에서 내린 ‘조셉’은
 갑작스레 자신을 덮쳐온 탈옥수에게 인질로 잡히고,
 불청객이 탑승한 버스는 계속 달린다.
 
 하지만 어두운 터널에서 멈춰버린 버스.
 예고 없이 고립된 이들의 눈 앞에
 믿을 수 없는 괴생물체가 나타나는데..
 
 벗어날 수 없는 공포의 터널에 갇힌 자들,
 더이상 출구는 없다!",https://movie-phinf.pstatic.net/20210126_85/1611652151631LTxPa_JPEG/movie_image.jpg?type=m203_290_2
데스 오브 미,"공포, 스릴러",미국,94분,2021 .02.08 개봉,대런 린 보우즈만,"매기 큐(크리스틴), 루크 헴스워스(네일)",청소년 관람불가,"태국 섬 여행의 마지막 날,
 술에 취해 필름이 끊긴 ‘크리스틴’(매기 큐), ‘닐’(루크 헴스워스)은
 지난 밤의 기억이 담겨있는 카메라 영상을 보게 되는데,
 거기엔 ‘닐’이 ‘크리스틴’을 죽이는 장면이 담겨있다.
 
 그 누구도 믿을 수 없는 의혹과 휘몰아쳐 오는 공포 속에서
 어젯밤의 자취를 통해 진실을 찾던 두 사람은
 200년간 ‘위사카 부차’ 축제로 이어져 온 섬에 숨겨져 있던 끔찍한 비밀을 알게 되는데…
 
 사라진 기억의 밤, 그 후 벗어날 수 없는 지옥에 빠진 그 날, <데스 오브 미>",https://movie-phinf.pstatic.net/20210114_257/1610592427469RQUsU_JPEG/movie_image.jpg?type=m203_290_2
데이 앤 나잇,"범죄, 드라마, 스릴러",일본,134분,2021 .08 개봉,후지이 미치히토,"아베 신노스케, 키요하라 카야, 안도 마사노부",15세 관람가,"아버지의 갑작스러운 죽음으로 고향에 내려오게 된 ‘코지’.
 대기업을 상대로 내부 고발을 했던 아버지가
 억울한 오명을 썼다는 사실에 분노한 ‘코지’는
 아버지를 죽음으로 내몬 사람들에게 복수를 꿈꾼다.
 
 그러다 아버지와 함께 일을 했다는 ‘켄이치’를 만난 그는
 아버지가 생전에 ‘켄이치’의 보육원 일을 도운 것처럼
 자신도 그 일을 도와주기로 하지만
 그가 데려간 곳은 어두운 폐차장인데…
 
 아버지의 갑작스러운 죽음과 숨겨진 진실!
 소중한 사람을 잃었다면 당신은 어떻게 하시겠습니까?",https://movie-phinf.pstatic.net/20210716_74/1626425623995Hdd7g_JPEG/movie_image.jpg?type=m203_290_2
데이팅 앰버,"코미디, 드라마, 멜로/로맨스",아일랜드,92분,2021 .06.23 개봉,데이빗 프레인,"롤라 페티크루(앰버), 피온 오쉐어(에디), 샤론 호갠(해나)",15세 관람가,"성 지향성을 의심받으며 학교에서 놀림당하는 ‘에디’와 ‘앰버’는 친구들의 괴롭힘에서 벗어나기 위해 사귀는 ‘척’만 하는 계약 연애를 시작한다. 스킨쉽을 하고, 데이트를 하는 등 연인 사이인 척 행동하는 두 사람은 함께하는 여러 경험과 대화를 통해 서로의 진짜 모습을 알아가게 된다. 자신의 모습을 당당히 인정하고 세상에 나아갈 준비를 하는 앰버와 달리 에디는 세상의 시선에 대한 두려움에 용기를 내지 못하고 괴로워하는데...",https://movie-phinf.pstatic.net/20210610_162/1623314772686s6M7p_JPEG/movie_image.jpg?type=m203_290_2
도라에몽: 스탠바이미 2,"애니메이션, 드라마, 가족, SF",일본,96분,2021 .05.19 개봉,"야기 류이치, 야마자키 다카시","윤아영(도라에몽 한국어 목소리), 김정아(진구 한국어 목소리), 김혜성(성인 진구 한국어 목소리)",전체 관람가,"“할머니를 만나고 싶어!”
 어느 날 진구는 돌아가신 할머니와의 추억이 담긴 낡은 곰 인형을 발견하고
 할머니가 보고 싶은 마음에 도라에몽의 4차원 비밀도구 타임머신을 타고 과거로 향한다.
 느닷없이 찾아온 소년을 금세 진구라고 믿어주시는 할머니는 한 가지 소원을 말씀하시는데…
 
 “진구의 아내를 만나보고 싶구나”
 결혼식을 보여 드리기 위해 미래로 간 도라에몽과 진구!
 하지만 이슬이와의 결혼식 당일 신랑 진구는 도망가 버리고
 퉁퉁이와 비실이가 진구를 찾는 동안 이슬이는 진구를 믿고 기다리는데…
 할머니의 소원을 위해, 그리고 가족과 친구들, 좋아하는 이슬이와의 약속을 위해
 도라에몽과 진구의 과거와 현재, 미래를 넘나드는 스펙터클한 대모험이 시작된다!",https://movie-phinf.pstatic.net/20210518_70/1621322771769VkGHS_JPEG/movie_image.jpg?type=m203_290_2
동백,"드라마, 가족, 전쟁",한국,109분,2021 .10.21 개봉,신준영,"박근형(황순철), 정선일(황남식), 서준영(황귀태)",12세 관람가,"3대째 국밥집을 운영하는 괴팍한 노인 ‘순철’.
 하지만 불경기로 인해 식당의 존폐 위기가 찾아오고,
 착하기만 한 아들과 철없는 손주는 도움이 되질 않는다.
 그러던 어느 날, 식당에 한 낯선 손님이 방문한 후
 거짓말 같은 일들이 벌어지는데…
 
 ‘속상한 기억들, 같이 펄펄 끓이는 거여.’",https://movie-phinf.pstatic.net/20210927_155/1632722883255RfH7T_JPEG/movie_image.jpg?type=m203_290_2
듄,"모험, 드라마, SF",미국,155분,2021 .10.20 개봉,드니 빌뇌브,"티모시 샬라메, 레베카 퍼거슨, 오스카 아이삭",12세 관람가,"10191년, 아트레이데스 가문의 후계자인 폴(티모시 샬라메)은 시공을 초월한 존재이자
 전 우주를 구원할 예지된 자의 운명을 타고났다.
 그리고 어떤 계시처럼 매일 꿈에서 아라키스 행성에 있는 한 여인을 만난다.
 모래언덕을 뜻하는 '듄'이라 불리는 아라키스는 물 한 방울 없는 사막이지만
 우주에서 가장 비싼 물질인 신성한 환각제 스파이스의 유일한 생산지로 이를 차지하기 위한 전쟁이 치열하다.
 황제의 명령으로 폴과 아트레이데스 가문은 죽음이 기다리는 아라키스로 향하는데…
 
 위대한 자는 부름에 응답한다, 두려움에 맞서라, 이것은 위대한 시작이다!",https://movie-phinf.pstatic.net/20210915_104/1631681279096sdjNA_JPEG/movie_image.jpg?type=m203_290_2
드래곤 솔져,"액션, 판타지",미국,90분,2021 .08 개봉,행크 브랙스탠,"안투온 토버트, 루벤 플라",15세 관람가,"마을 사람들이 정체불명의 괴수에게 습격당한다.
 특수부대 용병들이 투입되고 산을 수색하는데
 그들이 마주한 것은 전설의 거대한 드래곤이다.
 영리한 드래곤에게 용병조차 하나 둘씩 당하고
 드래곤과의 정면 대결을 위해 최후의 작전에 돌입하는데…
 
 상상초월의 대결이 시작된다!",https://movie-phinf.pstatic.net/20210723_71/1627016564272370dI_JPEG/movie_image.jpg?type=m203_290_2
드래곤 헌터 트레져,"판타지, 액션",중국,67분,2021 .05 개봉,은열,이신호,15세 관람가,용이 죽고난 후 보물이 사막 깊숙한 곳에 숨겨졌다. 10년마다 사막에서 용의 보물 창고 입구가 공개되면서 특별한 기술을 가진 사람들이 몰려들기 시작하는데...,https://movie-phinf.pstatic.net/20210513_76/1620871245654f5mBd_JPEG/movie_image.jpg?type=m203_290_2
드림 스캐너,"SF, 스릴러",캐나다,105분,2021 .04.29 개봉,앤서니 스콧 번스,"줄리아 사라 스톤, 랜던 리보이론",15세 관람가,"악몽과 불면증에 시달리던 '세라'
 숙면에 대한 희망으로 대학 수면 임상시험에 참여하지만,
 악몽 속 검은 그림자는 여전히 그녀를 괴롭힌다.
 
 숙면을 미끼로 비밀리에 자신의 꿈을 스캔한다는 걸 알게 되지만
 그녀 역시 꿈속 그림자를 밝혀내기 위해 실험은 계속된다.
 
 꿈속 검은 그림자의 실체에 다가가게 되자
 그림자는 꿈이 아닌 현실에 모습을 드러내기 시작한다.
 과연 꿈속 그림자의 정체는 무엇인가?",https://movie-phinf.pstatic.net/20210422_77/1619056839177dJUMl_JPEG/movie_image.jpg?type=m203_290_2
