title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
몬스터 랜드,"애니메이션, 판타지",프랑스,74분,2019 .05.16 개봉,"아르튀르 드 팽, 알렉시스 두코드","이창민, 고구인, 박성영",전체 관람가,"좀비, 뱀파이어, 유령, 늑대인간, 마녀 등 다양한 괴물들을 고용하여 운영중인 ‘몬스터 랜드’에 어느날 안전 담당 공무원 엑토르가 나타나 규정을 어겼다며 경영난을 겪고 있는 이곳을 폐쇄하려 하자, 뱀파이어 매니저 프랑시스는 그를 좀비로 만든다.
 졸지에 외동 딸 루시와 생이별을 하게 된 엑토르는 다시 딸과 만날 수 있을까?",https://movie-phinf.pstatic.net/20190416_31/15553767635267ljBA_JPEG/movie_image.jpg?type=m203_290_2
몬스터 파크,"애니메이션, 모험, 코미디, 가족, 판타지",영국,86분,2019 .01.23 개봉,"안드레스 코투리어, 토드 레스닉","릴리 콜린스(새벽 공주 목소리), 토비 켑벨(테리 목소리), 이안 맥쉐인(그럼프 목소리)",전체 관람가,"사람들의 발길이 끊기면서 폐쇄될 위기에 놓인 놀이공원.
 할머니와의 추억을 되새기며 롤러코스터를 고치던 ‘테리’는
 신비로운 마법의 왕국 ‘몬스터 파크’로 순간 이동을 하게 된다.
 
 하지만 할머니가 들려주던 동화 속 세상과는 달리
 이미 감정을 조종할 수 있는 마법사 ‘그럼프’의 우울마법에 빠져
 모든 웃음과 행복을 빼앗긴 몬스터 파크.
 ‘테리’는 아름답지만 천방지축 말괄량이인 ‘새벽 공주’와
 온통 우울함에 빠진 왕국을 구하기로 하는데…
 
 과연 ‘테리’는 모두에게 웃음과 행복을 되찾아 주고
 다시 자신의 세계로 돌아 갈 수 있을까?",https://movie-phinf.pstatic.net/20190116_34/1547600764105mquIX_JPEG/movie_image.jpg?type=m203_290_2
몬스터 하우스,애니메이션,캐나다,85분,2019 .10.03 개봉,피터 레페니오티스,"베키 지(클로이 목소리), 조쉬 펙(리암 목소리), 올리비아 홀트(브리트니 목소리)",전체 관람가,"사춘기 소녀 클로이는 내키지 않는 새 집에 이사 온 뒤,
 그 곳에서 수상한 일곱 요정과 신비한 보석 ‘키스톤’을 발견한다.
 친구를 사귀고 싶은 클로이는 친해지고 싶은 학교의 ‘인싸’ 브리트니에게
 ‘키스톤’을 빌려 주고, 밤이 되자 움직이기 시작한 요정들은
 새 집과 ‘키스톤’에 얽힌 놀라운 비밀을 들려주게 되는데…
 키스톤을 잃어버린 후, 클로이의 새 집은
 먹보대장 외계 몬스터 ‘트로그’의 습격으로 아수라장이 되어버린다.
 
 과연 클로이와 일곱 요정들은 몬스터들로부터 집을 무사히 지켜낼 수 있을까?!",https://movie-phinf.pstatic.net/20190910_25/15680781701345PMYF_JPEG/movie_image.jpg?type=m203_290_2
무간도 외전,"액션, 범죄",중국,86분,2019 .07.25 개봉,가오펑,"장치항, 노혜광",15세 관람가,"경찰의 비밀요원 서가보는 마약 범죄 조직 삼화방에 잠입해
 신임을 얻음과 동시에 조직의 우두머리 벽력가를 체포하기 위해 증거를 수집한다.
 한편, 벽력가는 조직 내에 스파이가 있음을 눈치 채고
 그를 찾아내기 위해 함정을 준비하는데…",https://movie-phinf.pstatic.net/20190731_243/1564541247375WICIR_JPEG/movie_image.jpg?type=m203_290_2
무법자-난공불락 대열차,서부,미국,80분,2019 .03.14 개봉,크리스토퍼 포베스,폴 클레이턴(제시 제임스),15세 관람가,"미국의 가장 위험한 무법자, 제시 제임스는 여느 때와 같이 약탈을 일삼았다.
 그러던 중 동료 콜 영거가 붙잡히고 아무것도 얻지 못한 채 고향으로 돌아간다.
 복수를 하기 위해 검은 기차를 폭발할 계획을 세우고 돈을 모으기 위해 대서부 쇼를 제작하는 등 고군분투한다.
 그러던 중 니트로라는 폭발물을 갖게 되고 드디어 검은 기차를 폭파시키는데...",https://movie-phinf.pstatic.net/20190306_4/1551854280568w6YQ9_JPEG/movie_image.jpg?type=m203_290_2
무협: 강호수사대,액션,중국,90분,2019 .06.05 개봉,사숙빈,상용,15세 관람가,"강호에 고수들이 모여들고 대결이 끊이지 않는다.
 살인 사건을 조사하던 수사대는
 사라진 왕국의 보물 때문인 것을 알게 되는데,
 드디어 고수들의 전면적인 결전이 시작된다.
 10대 고수와 수사대의 대결을 목격하라!",https://movie-phinf.pstatic.net/20190524_73/1558679134040VihpB_JPEG/movie_image.jpg?type=m203_290_2
물의 기억,"다큐멘터리, 드라마",한국,100분,2019 .05.15 개봉,진재운,"김명곤(내레이션), 한하랑",전체 관람가,"비밀스러운 자연의 법칙이 펼쳐지면 경이로운 아름다움이 된다
 물은 이 모든 것을 기억하고 비춰주는 생명 그 자체다
 이러한 물의 기억에 담긴 자연과 생태계의 신비로운 기록들을 따라가다 보면
 봉하 마을의 아름다운 사계절과 故 노무현 대통령의 원대한 비전을 마주치게 된다
 고향으로 내려온 그가 ‘생명 농법’을 시작하며 꿈꿨던 미래는 과연 어떤 모습일까?
 
 “할아버지가 손녀에게 줄 수 있는 가장 좋은 선물은
 어릴 때 개구리 잡고 가재 잡던 마을을 복원시켜
 아이들한테 물려주는 것이 제일 좋겠다”
 - <물의 기억> 중 故 노무현 대통령",https://movie-phinf.pstatic.net/20190425_279/1556182902698EbmdE_JPEG/movie_image.jpg?type=m203_290_2
물좋은하숙집2,멜로/로맨스,한국,75분,2019 .01.18 개봉,장두만,"이채담, 진시아, 해일",청소년 관람불가,"술을 마시면 전날 있었던 일을 전혀 기억을 못하는 소연.
 그런 소연을 좋아하는 준석은 함께 할 것을 약속하고 밤을 보내지만 아침만 되면 쫓겨나는데. 준석은 소연에게 계속 쫓겨나자 승진을 빌미로 소연과 잘되게 해달라고 동욱을 협박한다.
 동욱은 준석과 소연을 엮어 주려고 온갖 방법을 동원하게 되고 준석도 소연을 마음을 얻기 위해 매일 찾아가 최선을 다하는데.
 그러던 중 조금씩 술먹기 전의 기억을 해내는 소연.
 그 동안 자신을 좋아하는 준석의 진심과 노력을 기억하게 되는데…
 시간이 지나고 소연과 준석은 연인이 될 수 있을까?
 또, 준석의 사랑의 결실로 동욱은 승진을 할 수 있을까?",https://movie-phinf.pstatic.net/20190402_35/15541828586654vypl_JPEG/movie_image.jpg?type=m203_290_2
미드 90,"코미디, 드라마",미국,85분,2019 .09.25 개봉,조나 힐,서니 설직(스티비),청소년 관람불가,"누군가의 인생을 바꿀
 우리 모두의 끝내주는 VHS TAPE
 1990년대, LA. 스티비의 여름은 처음으로 뜨겁고 자유롭다.
 그에게는 넘어져도 좋은 스케이트보드, 그리고 함께 일어서는 나쁜 친구들이 있다",https://movie-phinf.pstatic.net/20190813_198/1565672383450oGOVV_JPEG/movie_image.jpg?type=m203_290_2
미드소마,"공포, 미스터리",미국,147분,"2020 .04.22 재개봉, 2019 .10.03 재개봉, 2019 .07.11 개봉",아리 에스터,"플로렌스 퓨(대니), 잭 레이너(크리스티안), 윌 폴터(마크)",청소년 관람불가,"한여름, 낮이 가장 긴 날 열리는 미드소마에 참석하게 된 친구들.
 꽃길인 줄 알고 들어간 지옥길,
 축제가 끝나기 전까지 절대 빠져나올 수 없다.",https://movie-phinf.pstatic.net/20200407_85/1586223913039uOUd0_JPEG/movie_image.jpg?type=m203_290_2
미드웨이,"액션, 드라마",미국,136분,2019 .12.31 개봉,롤랜드 에머리히,"에드 스크레인(딕 베스트), 패트릭 윌슨(레이튼), 루크 에반스(맥클러스키)",15세 관람가,"1941년 진주만 공습 이후,
 전 세계를 향한 일본의 야욕이 거세지고,
 역사상 최대 규모의 미국 본토 공격을 계획한다.
 
 미군은 진주만 다음 일본의 공격 목표가 어디인지 암호를 해독하기 위해 애쓰고,
 동시에 긴박하게 전열을 정비해 나간다.
 가까스로 두 번째 타겟이 ‘미드웨이’라는 것을 알아낸 미국은
 반격을 준비하지만, 절대적으로 불리한 상황이다.
 
 전 세계의 역사를 바꾼 위대한 전투의 이야기가 지금부터 시작된다!",https://movie-phinf.pstatic.net/20200130_82/1580371434525r44gc_JPEG/movie_image.jpg?type=m203_290_2
미래의 미라이,애니메이션,일본,98분,2019 .01.16 개봉,호소다 마모루,"카미시라이시 모카(쿤 목소리), 쿠로키 하루(미라이 목소리)",전체 관람가,"엄마와 아빠, 그리고 사랑스러운 강아지 ‘윳코’,
 너무너무 좋아하는 기차 장난감들이 있는 나만을 위한 놀이방과 작은 정원.
 세상 행복한 삶을 살고 있던 네 살 ‘쿤’에게, 첫 눈이 오던 날 동생 ‘미라이’가 찾아온다!
 여동생과의 첫 만남, 신비로운 순간도 잠시…
 부모님의 관심은 온통 ‘미라이’에게 향하고, ‘쿤’은 인생 최초 위기감(!)과 설움을 느끼게 된다.
 그러던 어느 날 ‘쿤’에게 미래에서 온 소녀 ‘미라이’가 찾아오게 되는데!
 ‘쿤’의 작은 정원에서 아주 특별한 여행이 시작된다!",https://movie-phinf.pstatic.net/20181221_261/15453677473946ktg5_JPEG/movie_image.jpg?type=m203_290_2
미성년,드라마,한국,96분,2019 .04.11 개봉,김윤석,"염정아(영주), 김소진(미희), 김혜준(주리)",15세 관람가,"같은 학교 2학년 주리(김혜준)와 윤아(박세진)가 학교 옥상에서 만났다.
 최근 주리의 아빠 대원(김윤석)과 윤아의 엄마 미희(김소진) 사이에 벌어진 일을 알게 된 두 사람.
 이 상황이 커지는 것을 막고 싶은 주리는 어떻게든 엄마 영주(염정아) 몰래 수습해보려 하지만
 윤아는 어른들 일에는 관심 없다며 엮이지 않으려 한다.
 그 때, 떨어진 주리의 핸드폰을 뺏어든 윤아는 영주의 전화를 받아
 그 동안 감춰왔던 엄청난 비밀을 폭로해 버리고, 이를 본 주리는 멘붕에 빠지게 되는데…
 
 폭풍 같은 사건을 마주한 두 가족의 이야기가 시작된다.",https://movie-phinf.pstatic.net/20190411_137/1554973943268Tu8fN_JPEG/movie_image.jpg?type=m203_290_2
미스 스티븐스,드라마,미국,86분,2019 .05.02 개봉,줄리아 하트,"릴리 레이브(미스 스티븐스), 티모시 샬라메(빌리), 릴리 라인하트(마고)",12세 관람가,"연기에 특별한 재능이 있는 학교 요주의 인물 ‘빌리’
 완벽주의자 여왕 ‘마고’
 귀엽고 친근한 ‘샘’
 그리고 매력적인 영어 선생님 ‘미스 스티븐스’
 
 학교에서 매일 보지만 서로에 대해 잘 모르는 이들이
 주말 3일동안 열리는 연극대회에 참가하게 된다.
 그리고 빌리는 자신과 취향이 비슷하고 무언가 상처를 숨기고 있는 것 같은
 스티븐스 선생님에게 묘한 동질감을 느끼며 이끌리게 되는데…
 
 당신의 마음은 괜찮나요?",https://movie-phinf.pstatic.net/20190402_124/1554166458360TjvNY_JPEG/movie_image.jpg?type=m203_290_2
"미안해요, 리키",드라마,영국,101분,2019 .12.19 개봉,켄 로치,"크리스 히친(리키 터너), 데비 허니우드(애비 터너)",12세 관람가,"넉넉하지는 않지만 누구보다 행복한 가장 리키,
 안정적인 생활을 꿈꾸며 택배 회사에 취직하지만
 생각과는 다른 일상이 전개되고, 화목했던 가족은 뜻밖의 난관에 부딪히는데..
 성실하게 행복을 찾고 싶었던 리키의, 우리의 이야기가 찾아온다.",https://movie-phinf.pstatic.net/20191112_297/1573520672012Y8oWj_JPEG/movie_image.jpg?type=m203_290_2
미이라 리턴즈,"액션, 공포",미국,71분,2019 .09.05 개봉,저스틴 프라이스,"데이빗.E 카자레스(세거), 디에나 그레이스 콩고",12세 관람가,"잃어버린 도시 '사카르'를 찾아다니는 트레져 헌터
 '다니엘라'와 '노아'는 사막 한가운데에서
 고대의 미라가 잠들어있는 신비로운 무덤을 발견한다.
 미라의 주인이 바로 과거 '사카르'에서 수 세기 동안 환생을 거듭한 ‘세베크' 임을 알게 된 둘은 무덤의 봉인을 풀게 되고,오랜 기간 잠에서 깨어난 '세베크'는 예언대로 세상에 종말을 가져오려 하는데...",https://movie-phinf.pstatic.net/20190812_129/1565582658702gKTIh_JPEG/movie_image.jpg?type=m203_290_2
밀라노 두오모 콘서트,공연실황,한국,99분,2019 .09.06 개봉,김우철,리카르도 샤이(지휘),전체 관람가,"이탈리아 최고의 야외 음악회!
 밀라노의 심장 두오모 광장에서 1만 명 관객과 함께한 라스칼라 필하모닉 오케스트라의 야외 콘서트. 그 생생한 실황을 만날 수 있습니다.",https://movie-phinf.pstatic.net/20190828_11/1566972989258ai4Q3_JPEG/movie_image.jpg?type=m203_290_2
바디 브로큰,"드라마, 스릴러",미국,98분,2019 .05.09 개봉,숀 로버트 스미스,"모르자나 아나위, 멜 라이도",청소년 관람불가,"어린 시절 아버지에게 성폭행을 당한 트라우마가 있는 이비. 그녀는 새 삶의 시작으로 사고로 반신마비가 된 존의 집에서 간병인으로 일한다. 그런데 존은 그녀를 때때로 ‘공주님’이라고 부르고, 이는 이비에게 아버지와 관련된 트라우마를 자꾸 떠올리게 한다.
 어린 시절의 기억으로 괴로워하던 이비는 우연한 계기로 존과 자신의 내밀한 이야기를 나누게 되고, 둘 사이에는 묘한 기류가 흐르기 시작한다. 하지만 그에게 마음을 열수록 자신의 트라우마도 깊어져 가고, 그녀는 자신의 마음을 점점 감당하기 힘들어지는데…",https://movie-phinf.pstatic.net/20190503_228/1556862904824b5Dy7_JPEG/movie_image.jpg?type=m203_290_2
바우하우스,다큐멘터리,독일,94분,2019 .08.29 개봉,"토마스 틸쉬, 닐스 볼브링커","토어스텐 블루메(본인), 알프레도 브릴렘보그(본인), 후베르트 클룸프너(본인)",전체 관람가,"[ 100 YEARS OF BAUHAUS ]
 디자인 혁명의 아이콘
 심플하고 모던한 디자인의 시작
 인류 첫 창조 학교 '바우하우스'의 100년 발자취!
 
 [ BAUHAUS NOWHAUS ]
 예술과 기술의 조화, 자유로운 상상력, 배움의 즐거움
 더 나은 세상을 위한 바우하우스의 움직임은 현재진행형이다!",https://movie-phinf.pstatic.net/20190813_253/1565659365220U9eEF_JPEG/movie_image.jpg?type=m203_290_2
바이스,드라마,미국,132분,2019 .04.11 개봉,아담 맥케이,크리스찬 베일(딕 체니),15세 관람가,"이것은 실화다,
 그는 역사상 가장 비밀스러운 권력자였으므로
 혹은 실화에 가까운 이야기다.
 
 대기업의 CEO에서 펜타곤 수장을 거쳐
 미국 부통령까지 오른 딕 체니(크리스찬 베일).
 재임 시절, 보이지 않는 이면에서 그가 내린 결정들은 세계의 흐름을 바꿔 놓았고
 뒤바뀐 역사는 다시는 회복될 수 없는 시간에 묻혀버렸다.
 
 이제 그가 바꾼 글로벌한 역사의 변곡점들을 추적한다.",https://movie-phinf.pstatic.net/20190322_181/1553216483584eF8l2_JPEG/movie_image.jpg?type=m203_290_2
